"","id","date","trial","trialType","correct","catchTrial","rt","initDone","reward","punish","serialnumber","session","trialType2","go","bino"
"722.1902","722","201908081716.mat",41,2,1,0,5.00009250000585,1,0,0,37,3,"bino_nogo",0,1
"722.1903","722","201908081716.mat",42,1,1,0,0.606076700001722,1,1,0,37,3,"bino_go",1,1
"722.1904","722","201908081716.mat",43,1,0,0,0.000107999992906116,0,0,0,37,3,"bino_go",1,1
"722.1905","722","201908081716.mat",46,1,1,0,0.892101000004914,1,1,0,37,3,"bino_go",1,1
"722.1906","722","201908081716.mat",49,2,1,0,5.0000180999923,1,0,0,37,3,"bino_nogo",0,1
"722.1907","722","201908081716.mat",50,2,1,0,5.00003250000009,1,0,0,37,3,"bino_nogo",0,1
"722.1908","722","201908081716.mat",53,1,1,0,0.399101100003463,1,1,0,37,3,"bino_go",1,1
"722.1909","722","201908081716.mat",54,2,1,0,5.00003229999857,1,0,0,37,3,"bino_nogo",0,1
"722.1910","722","201908081716.mat",67,2,1,0,5.00004460000491,1,0,0,37,3,"bino_nogo",0,1
"722.1911","722","201908081716.mat",77,1,1,0,0.717515600001207,1,1,0,37,3,"bino_go",1,1
"722.1912","722","201908081716.mat",79,2,1,0,5.00006240000948,1,0,0,37,3,"bino_nogo",0,1
"722.1913","722","201908081716.mat",80,2,0,0,0.000161299991304986,0,0,0,37,3,"bino_nogo",0,1
"722.1914","722","201908081716.mat",81,2,1,0,5.00007010000991,1,0,0,37,3,"bino_nogo",0,1
"722.1915","722","201908081716.mat",93,2,0,0,0.000108099993667565,0,0,0,37,3,"bino_nogo",0,1
"722.1916","722","201908081716.mat",97,2,1,0,5.00003409999772,1,0,0,37,3,"bino_nogo",0,1
"722.1917","722","201908081716.mat",98,1,1,0,0.589477300003637,1,1,0,37,3,"bino_go",1,1
"722.1918","722","201908081716.mat",100,1,1,0,0.787641700007953,1,1,0,37,3,"bino_go",1,1
"722.1919","722","201908081716.mat",103,2,0,0,0.000110699998913333,0,0,0,37,3,"bino_nogo",0,1
"722.1920","722","201908081716.mat",105,2,1,0,5.00005509999755,1,0,0,37,3,"bino_nogo",0,1
"722.1921","722","201908081716.mat",106,1,1,0,0.368694100005087,1,1,0,37,3,"bino_go",1,1
"722.1922","722","201908081716.mat",107,1,1,0,0.395946499993443,1,1,0,37,3,"bino_go",1,1
"722.1923","722","201908081716.mat",108,1,0,0,0.000177000008989125,0,0,0,37,3,"bino_go",1,1
"722.1924","722","201908081716.mat",110,1,1,0,0.375533900005394,1,1,0,37,3,"bino_go",1,1
"722.1925","722","201908081716.mat",112,2,1,0,5.00002300000051,1,0,0,37,3,"bino_nogo",0,1
"722.1926","722","201908081716.mat",113,1,1,0,0.942519000003813,1,1,0,37,3,"bino_go",1,1
"722.1927","722","201908081716.mat",115,1,1,0,0.523319300002186,1,1,0,37,3,"bino_go",1,1
"722.1928","722","201908081716.mat",118,1,1,0,0.347142099999473,1,1,0,37,3,"bino_go",1,1
"722.1929","722","201908081741.mat",2,1,1,0,1.01641789999849,1,1,0,38,4,"bino_go",1,1
"722.1930","722","201908081741.mat",3,1,1,0,1.27428709999367,1,1,0,38,4,"bino_go",1,1
"722.1931","722","201908081741.mat",4,2,1,0,5.00005909999891,1,0,0,38,4,"bino_nogo",0,1
"722.1932","722","201908081741.mat",8,1,1,0,0.67972379999992,1,1,0,38,4,"bino_go",1,1
"722.1933","722","201908081741.mat",9,1,1,0,0.565009300000384,1,1,0,38,4,"bino_go",1,1
"722.1934","722","201908081741.mat",17,1,1,0,0.361723099995288,1,1,0,38,4,"bino_go",1,1
"722.1935","722","201908081741.mat",19,2,1,0,5.00011200000881,1,0,0,38,4,"bino_nogo",0,1
"722.1936","722","201908081741.mat",20,1,1,0,0.32144069999049,1,1,0,38,4,"bino_go",1,1
"722.1937","722","201908081741.mat",23,1,1,0,0.581295500000124,1,1,0,38,4,"bino_go",1,1
"722.1938","722","201908081741.mat",28,2,1,0,5.00000879999425,1,0,0,38,4,"bino_nogo",0,1
"722.1939","722","201908081741.mat",29,1,1,0,0.66288319999876,1,1,0,38,4,"bino_go",1,1
"722.1940","722","201908081741.mat",31,2,1,0,5.0000388000044,1,0,0,38,4,"bino_nogo",0,1
"722.1941","722","201908081741.mat",34,2,1,0,5.00005709999823,1,0,0,38,4,"bino_nogo",0,1
"722.1942","722","201908081741.mat",35,2,1,0,5.00015430001076,1,0,0,38,4,"bino_nogo",0,1
"722.1943","722","201908081741.mat",39,1,1,0,1.01555189999635,1,1,0,38,4,"bino_go",1,1
"722.1944","722","201908081741.mat",40,1,1,0,0.369031599999289,1,1,0,38,4,"bino_go",1,1
"722.1945","722","201908081741.mat",41,1,1,0,0.535477099998388,1,1,0,38,4,"bino_go",1,1
"722.1946","722","201908081741.mat",42,2,0,0,0.000395600000047125,0,0,0,38,4,"bino_nogo",0,1
"722.1947","722","201908081741.mat",43,1,1,0,0.363356200003182,1,1,0,38,4,"bino_go",1,1
"722.1948","722","201908081741.mat",47,2,1,0,5.00004990000161,1,0,0,38,4,"bino_nogo",0,1
"722.1949","722","201908081741.mat",48,2,1,0,5.00004220000119,1,0,0,38,4,"bino_nogo",0,1
"722.1950","722","201908081741.mat",51,1,1,0,1.28334740000719,1,1,0,38,4,"bino_go",1,1
"722.1951","722","201908081741.mat",52,1,1,0,0.389290499995695,1,1,0,38,4,"bino_go",1,1
"722.1952","722","201908081741.mat",65,2,1,0,5.00005829999282,1,0,0,38,4,"bino_nogo",0,1
"722.1953","722","201908081741.mat",66,1,1,0,0.506639400002314,1,1,0,38,4,"bino_go",1,1
"722.1954","722","201908081741.mat",70,1,1,0,0.698410299999523,1,1,0,38,4,"bino_go",1,1
"722.1955","722","201908081741.mat",79,2,1,0,5.00005979998969,1,0,0,38,4,"bino_nogo",0,1
"722.1956","722","201908081741.mat",82,2,1,0,5.0000555000006,1,0,0,38,4,"bino_nogo",0,1
"722.1957","722","201908081741.mat",84,2,1,0,5.00008729999536,1,0,0,38,4,"bino_nogo",0,1
"722.1958","722","201908081741.mat",85,1,1,0,0.504342900007032,1,1,0,38,4,"bino_go",1,1
"722.1959","722","201908081741.mat",90,1,1,0,0.623885099994368,1,1,0,38,4,"bino_go",1,1
"722.1960","722","201908081741.mat",92,2,1,0,5.00001540000085,1,0,0,38,4,"bino_nogo",0,1
"722.1961","722","201908081741.mat",94,1,1,0,0.592095400003018,1,1,0,38,4,"bino_go",1,1
"722.1962","722","201908081741.mat",95,2,1,0,5.00001210000482,1,0,0,38,4,"bino_nogo",0,1
"722.1963","722","201908081741.mat",100,2,1,0,5.00004379999882,1,0,0,38,4,"bino_nogo",0,1
"722.1964","722","201908081741.mat",103,1,0,0,0.000111300003482029,0,0,0,38,4,"bino_go",1,1
"722.1965","722","201908081741.mat",104,2,1,0,5.00004129999434,1,0,0,38,4,"bino_nogo",0,1
"722.1966","722","201908081741.mat",109,2,1,0,5.00003419999848,1,0,0,38,4,"bino_nogo",0,1
"722.1967","722","201908081741.mat",113,2,1,0,5.00001760000305,1,0,0,38,4,"bino_nogo",0,1
"722.1968","722","201908081741.mat",116,2,1,0,5.00004030000127,1,0,0,38,4,"bino_nogo",0,1
"722.1969","722","201908121029.mat",6,2,1,0,5.00003409999954,1,0,0,39,5,"bino_nogo",0,1
"722.1970","722","201908121029.mat",7,2,1,0,5.00005999999939,1,0,0,39,5,"bino_nogo",0,1
"722.1971","722","201908121029.mat",8,2,0,0,0.00711719999981142,1,0,1,39,5,"bino_nogo",0,1
"722.1972","722","201908121029.mat",10,1,1,0,0.678773000000547,1,1,0,39,5,"bino_go",1,1
"722.1973","722","201908121029.mat",15,1,1,0,1.03346650000003,1,1,0,39,5,"bino_go",1,1
"722.1974","722","201908121029.mat",21,2,1,0,5.00004809999973,1,0,0,39,5,"bino_nogo",0,1
"722.1975","722","201908121029.mat",23,1,1,0,0.719582300000184,1,1,0,39,5,"bino_go",1,1
"722.1976","722","201908121029.mat",24,2,1,0,5.00004850000005,1,0,0,39,5,"bino_nogo",0,1
"722.1977","722","201908121029.mat",29,2,1,0,5.00001169999996,1,0,0,39,5,"bino_nogo",0,1
"722.1978","722","201908121029.mat",33,1,1,0,0.901885400000538,1,1,0,39,5,"bino_go",1,1
"722.1979","722","201908121029.mat",36,1,1,0,0.466801399999895,1,1,0,39,5,"bino_go",1,1
"722.1980","722","201908121029.mat",39,1,1,0,0.382901999999376,1,1,0,39,5,"bino_go",1,1
"722.1981","722","201908121029.mat",40,2,1,0,5.00001590000011,1,0,0,39,5,"bino_nogo",0,1
"722.1982","722","201908121029.mat",45,1,1,0,0.334721299999728,1,1,0,39,5,"bino_go",1,1
"722.1983","722","201908121029.mat",48,1,1,0,0.362032099999851,1,1,0,39,5,"bino_go",1,1
"722.1984","722","201908121029.mat",51,2,1,0,5.0000186999996,1,0,0,39,5,"bino_nogo",0,1
"722.1985","722","201908121029.mat",54,2,1,0,5.00005280000005,1,0,0,39,5,"bino_nogo",0,1
"722.1986","722","201908121029.mat",55,1,1,0,0.840563199999451,1,1,0,39,5,"bino_go",1,1
"722.1987","722","201908121029.mat",56,1,1,0,0.383530600000086,1,1,0,39,5,"bino_go",1,1
"722.1988","722","201908121029.mat",57,2,1,0,5.00007029999961,1,0,0,39,5,"bino_nogo",0,1
"722.1989","722","201908121029.mat",60,1,1,0,0.288887499999873,1,1,0,39,5,"bino_go",1,1
"722.1990","722","201908121029.mat",63,2,1,0,5.00016349999987,1,0,0,39,5,"bino_nogo",0,1
"722.1991","722","201908121029.mat",69,1,1,0,0.407955499999844,1,1,0,39,5,"bino_go",1,1
"722.1992","722","201908121029.mat",70,1,1,0,0.340880600000673,1,1,0,39,5,"bino_go",1,1
"722.1993","722","201908121029.mat",72,1,1,0,0.358220699999947,1,1,0,39,5,"bino_go",1,1
"722.1994","722","201908121029.mat",76,2,1,0,5.00006219999977,1,0,0,39,5,"bino_nogo",0,1
"722.1995","722","201908121029.mat",80,1,1,0,0.302942700000131,1,1,0,39,5,"bino_go",1,1
"722.1996","722","201908121029.mat",82,2,1,0,5.00004530000024,1,0,0,39,5,"bino_nogo",0,1
"722.1997","722","201908121029.mat",83,1,1,0,0.373710800000481,1,1,0,39,5,"bino_go",1,1
"722.1998","722","201908121029.mat",87,2,1,0,5.0000127000003,1,0,0,39,5,"bino_nogo",0,1
"722.1999","722","201908121029.mat",90,1,1,0,0.330980500000805,1,1,0,39,5,"bino_go",1,1
"722.2000","722","201908121029.mat",95,2,0,0,4.06158779999896,1,0,1,39,5,"bino_nogo",0,1
"722.2001","722","201908121029.mat",96,2,1,0,5.00003959999958,1,0,0,39,5,"bino_nogo",0,1
"722.2002","722","201908121029.mat",102,2,1,0,5.00000669999827,1,0,0,39,5,"bino_nogo",0,1
"722.2003","722","201908121029.mat",103,2,1,0,5.00007550000009,1,0,0,39,5,"bino_nogo",0,1
"722.2004","722","201908121029.mat",104,2,1,0,5.00005309999869,1,0,0,39,5,"bino_nogo",0,1
"722.2005","722","201908121029.mat",106,1,1,0,0.301928200000475,1,1,0,39,5,"bino_go",1,1
"722.2006","722","201908121029.mat",110,2,1,0,5.00003429999924,1,0,0,39,5,"bino_nogo",0,1
"722.2007","722","201908121029.mat",114,1,1,0,0.347504199999094,1,1,0,39,5,"bino_go",1,1
"722.2008","722","201908121029.mat",117,1,1,0,0.286611999999877,1,1,0,39,5,"bino_go",1,1
"722.2009","722","201908121117.mat",1,1,1,0,0.388111300000674,1,1,0,40,6,"bino_go",1,1
"722.2010","722","201908121117.mat",8,2,0,0,9.96999988274183e-05,0,0,0,40,6,"bino_nogo",0,1
"722.2011","722","201908121117.mat",16,2,1,0,5.00000889999865,1,0,0,40,6,"bino_nogo",0,1
"722.2012","722","201908121117.mat",22,1,1,0,0.411559000000125,1,1,0,40,6,"bino_go",1,1
"722.2013","722","201908121117.mat",24,2,1,0,5.00004240000089,1,0,0,40,6,"bino_nogo",0,1
"722.2014","722","201908121117.mat",26,1,1,0,0.357385900000736,1,1,0,40,6,"bino_go",1,1
"722.2015","722","201908121117.mat",29,1,0,0,0.000106999999843538,0,0,0,40,6,"bino_go",1,1
"722.2016","722","201908121117.mat",30,1,1,0,0.353852000000188,1,1,0,40,6,"bino_go",1,1
"722.2017","722","201908121117.mat",32,2,1,0,5.00004609999996,1,0,0,40,6,"bino_nogo",0,1
"722.2018","722","201908121117.mat",34,1,1,0,0.368481100000281,1,1,0,40,6,"bino_go",1,1
"722.2019","722","201908121117.mat",37,1,1,0,0.324545699999362,1,1,0,40,6,"bino_go",1,1
"722.2020","722","201908121117.mat",38,1,1,0,0.374580600000627,1,1,0,40,6,"bino_go",1,1
"722.2021","722","201908121117.mat",40,2,1,0,5.00004380000064,1,0,0,40,6,"bino_nogo",0,1
"722.2022","722","201908121117.mat",42,2,1,0,5.00006500000018,1,0,0,40,6,"bino_nogo",0,1
"722.2023","722","201908121117.mat",47,1,1,0,0.321767600000385,1,1,0,40,6,"bino_go",1,1
"722.2024","722","201908121117.mat",49,2,1,0,5.00001479999992,1,0,0,40,6,"bino_nogo",0,1
"722.2025","722","201908121117.mat",53,1,1,0,0.60623299999861,1,1,0,40,6,"bino_go",1,1
"722.2026","722","201908121117.mat",54,2,1,0,5.00003110000034,1,0,0,40,6,"bino_nogo",0,1
"722.2027","722","201908121117.mat",57,2,0,0,0.000195799999346491,1,0,1,40,6,"bino_nogo",0,1
"722.2028","722","201908121117.mat",65,2,1,0,5.00002669999958,1,0,0,40,6,"bino_nogo",0,1
"722.2029","722","201908121117.mat",67,1,0,0,9.47000007727183e-05,0,0,0,40,6,"bino_go",1,1
"722.2030","722","201908121117.mat",72,1,1,0,0.694360900000902,1,1,0,40,6,"bino_go",1,1
"722.2031","722","201908121117.mat",73,1,1,0,0.355413999999655,1,1,0,40,6,"bino_go",1,1
"722.2032","722","201908121117.mat",78,1,1,0,0.315328799999406,1,1,0,40,6,"bino_go",1,1
"722.2033","722","201908121117.mat",84,1,1,0,0.301272900000185,1,1,0,40,6,"bino_go",1,1
"722.2034","722","201908121117.mat",88,2,1,0,5.00005070000043,1,0,0,40,6,"bino_nogo",0,1
"722.2035","722","201908121117.mat",95,2,0,0,4.86099130000002,1,0,1,40,6,"bino_nogo",0,1
"722.2036","722","201908121117.mat",97,1,1,0,0.324042399999598,1,1,0,40,6,"bino_go",1,1
"722.2037","722","201908121117.mat",98,2,1,0,5.00005509999937,1,0,0,40,6,"bino_nogo",0,1
"722.2038","722","201908121117.mat",99,1,1,0,0.323562199999287,1,1,0,40,6,"bino_go",1,1
"722.2039","722","201908121117.mat",101,2,1,0,5.00001639999937,1,0,0,40,6,"bino_nogo",0,1
"722.2040","722","201908121117.mat",103,2,1,0,5.00000969999928,1,0,0,40,6,"bino_nogo",0,1
"722.2041","722","201908121117.mat",105,2,1,0,5.00009510000018,1,0,0,40,6,"bino_nogo",0,1
"722.2042","722","201908121117.mat",106,2,1,0,5.00005379999857,1,0,0,40,6,"bino_nogo",0,1
"722.2043","722","201908121117.mat",107,1,1,0,0.752249600000141,1,1,0,40,6,"bino_go",1,1
"722.2044","722","201908121117.mat",111,2,1,0,5.00014989999909,1,0,0,40,6,"bino_nogo",0,1
"722.2045","722","201908121117.mat",112,2,1,0,5.00006020000001,1,0,0,40,6,"bino_nogo",0,1
"722.2046","722","201908121117.mat",116,2,1,0,5.00005760000022,1,0,0,40,6,"bino_nogo",0,1
"722.2047","722","201908121117.mat",117,1,1,0,0.341153999999733,1,1,0,40,6,"bino_go",1,1
"722.2048","722","201908121117.mat",118,1,1,0,0.357875100000456,1,1,0,40,6,"bino_go",1,1
"722.2049","722","201908121142.mat",5,2,1,0,5.00001499999962,1,0,0,41,7,"bino_nogo",0,1
"722.2050","722","201908121142.mat",7,2,1,0,5.00000870000076,1,0,0,41,7,"bino_nogo",0,1
"722.2051","722","201908121142.mat",11,2,1,0,5.00001089999932,1,0,0,41,7,"bino_nogo",0,1
"722.2052","722","201908121142.mat",12,1,1,0,0.331188799998927,1,1,0,41,7,"bino_go",1,1
"722.2053","722","201908121142.mat",20,1,1,0,0.401842299999771,1,1,0,41,7,"bino_go",1,1
"722.2054","722","201908121142.mat",23,2,1,0,5.00005529999908,1,0,0,41,7,"bino_nogo",0,1
"722.2055","722","201908121142.mat",24,2,1,0,5.00009350000073,1,0,0,41,7,"bino_nogo",0,1
"722.2056","722","201908121142.mat",26,2,1,0,5.00001969999903,1,0,0,41,7,"bino_nogo",0,1
"722.2057","722","201908121142.mat",28,2,1,0,5.00005100000089,1,0,0,41,7,"bino_nogo",0,1
"722.2058","722","201908121142.mat",30,1,1,0,0.391039299998738,1,1,0,41,7,"bino_go",1,1
"722.2059","722","201908121142.mat",32,1,1,0,0.354504000000816,1,1,0,41,7,"bino_go",1,1
"722.2060","722","201908121142.mat",34,1,1,0,0.69319109999924,1,1,0,41,7,"bino_go",1,1
"722.2061","722","201908121142.mat",38,1,1,0,0.377816399999574,1,1,0,41,7,"bino_go",1,1
"722.2062","722","201908121142.mat",39,2,1,0,5.00004590000026,1,0,0,41,7,"bino_nogo",0,1
"722.2063","722","201908121142.mat",43,2,1,0,5.00003749999996,1,0,0,41,7,"bino_nogo",0,1
"722.2064","722","201908121142.mat",45,2,1,0,5.00001990000055,1,0,0,41,7,"bino_nogo",0,1
"722.2065","722","201908121142.mat",52,2,1,0,5.00004339999941,1,0,0,41,7,"bino_nogo",0,1
"722.2066","722","201908121142.mat",59,2,1,0,5.00006740000026,1,0,0,41,7,"bino_nogo",0,1
"722.2067","722","201908121142.mat",62,1,1,0,1.13649019999866,1,1,0,41,7,"bino_go",1,1
"722.2068","722","201908121142.mat",64,2,1,0,5.00001759999941,1,0,0,41,7,"bino_nogo",0,1
"722.2069","722","201908121142.mat",67,1,1,0,0.771547799999098,1,1,0,41,7,"bino_go",1,1
